Rank,WSIT,Overall (Team),Pos,Bye,Age,Best,Worst,Avg,Std Dev,Notes
1,,Saquon BarkleyS. Barkley NYG,RB1,,22,1,2,1.3,0.4
2,,Todd GurleyT. Gurley LAR,RB2,,24,1,13,2.5,0.9
3,,DeAndre HopkinsD. Hopkins HOU,WR1,,26,1,3,2.5,0.5
4,,Ezekiel ElliottE. Elliott DAL,RB3,,23,3,7,4.6,1.0
5,,Christian McCaffreyC. McCaffrey CAR,RB4,,22,4,11,5.5,1.4
6,,Alvin KamaraA. Kamara NO,RB5,,23,5,11,6.8,1.1
7,,Odell Beckham Jr.O. Beckham NYG,WR2,,26,3,11,7.5,1.0
8,,Davante AdamsD. Adams GB,WR3,,26,4,26,7.9,2.0
9,,Michael ThomasM. Thomas NO,WR4,,25,6,12,8.3,1.3
10,,Joe MixonJ. Mixon CIN,RB6,,22,6,16,11.8,2.2
11,,Melvin GordonM. Gordon LAC,RB7,,25,7,20,12.8,3.2
12,,Tyreek HillT. Hill KC,WR5,,24,10,19,13.3,1.4
13,,Mike EvansM. Evans TB,WR6,,25,10,20,14.8,2.6
14,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR7,,22,4,29,14.9,2.5
15,,Julio JonesJ. Jones ATL,WR8,,30,8,22,15.1,3.2
16,,Dalvin CookD. Cook MIN,RB8,,23,10,20,15.5,2.7
17,,Nick ChubbN. Chubb CLE,RB9,,23,11,23,15.6,1.7
18,,Stefon DiggsS. Diggs MIN,WR9,,25,13,25,19.8,1.6
19,,Amari CooperA. Cooper DAL,WR10,,24,13,36,20.1,3.7
20,,David JohnsonD. Johnson ARI,RB10,,27,17,30,20.3,2.4
21,,Antonio BrownA. Brown PIT,WR11,,30,13,29,20.6,3.3
22,,Keenan AllenK. Allen LAC,WR12,,26,13,26,22.3,2.4
23,,James ConnerJ. Conner PIT,RB11,,23,17,27,22.4,2.1
24,,Travis KelceT. Kelce KC,TE1,,29,10,28,22.9,1.5
25,,Le'Veon BellL. Bell PIT,RB12,,26,8,29,25.6,2.3
26,,A.J. GreenA. Green CIN,WR13,,30,15,40,28.6,2.5
27,,George KittleG. Kittle SF,TE2,,25,25,54,28.9,3.0
28,,Brandin CooksB. Cooks LAR,WR14,,25,20,38,29.1,4.1
29,,Sony MichelS. Michel NE,RB13,,23,24,36,31.0,3.2
30,,Kerryon JohnsonK. Johnson DET,RB14,,21,26,58,31.3,4.1
31,,Adam ThielenA. Thielen MIN,WR15,,28,27,41,31.8,3.4
32,,Zach ErtzZ. Ertz PHI,TE3,,28,29,41,32.3,3.7
33,,Aaron JonesA. Jones GB,RB15,,24,18,37,32.5,2.3
34,,Kenny GolladayK. Golladay DET,WR16,,25,24,45,35.1,4.1
35,,Patrick MahomesP. Mahomes KC,QB1,,23,8,39,35.5,2.0
36,,T.Y. HiltonT. Hilton IND,WR17,,29,32,47,36.5,1.4
37,,Derrius GuiceD. Guice WAS,RB16,,21,20,43,37.5,3.2
38,,Leonard FournetteL. Fournette JAC,RB17,,24,12,57,38.4,7.9
39,,Corey DavisC. Davis TEN,WR18,,24,31,52,38.8,2.4
40,,Robert WoodsR. Woods LAR,WR19,,26,36,60,40.9,2.7
41,,Phillip LindsayP. Lindsay DEN,RB18,,24,33,52,41.0,4.6
42,,Andrew LuckA. Luck IND,QB2,,29,25,49,42.9,1.6
43,,D.J. MooreD. Moore CAR,WR20,,21,40,81,43.1,1.6
44,,Derrick HenryD. Henry TEN,RB19,,24,31,59,45.3,7.7
45,,Allen RobinsonA. Robinson CHI,WR21,,25,37,55,48.1,3.1
46,,Marlon MackM. Mack IND,RB20,,22,30,68,49.4,4.2
47,,Cooper KuppC. Kupp LAR,WR22,,25,38,59,49.5,5.2
48,,Aaron RodgersA. Rodgers GB,QB3,,35,35,71,50.3,8.1
49,,Calvin RidleyC. Ridley ATL,WR23,,24,41,70,50.4,4.3
50,,Deshaun WatsonD. Watson HOU,QB4,,23,43,72,50.9,7.2
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Jarvis LandryJ. Landry CLE,WR24,,26,44,116,51.4,3.0
52,,Courtland SuttonC. Sutton DEN,WR25,,23,46,66,54.6,6.0
53,,Rashaad PennyR. Penny SEA,RB21,,23,46,69,55.0,6.0
54,,Chris GodwinC. Godwin TB,WR26,,22,39,98,55.8,9.0
55,,Alshon JefferyA. Jeffery PHI,WR27,,28,44,87,56.9,6.3
56,,Tarik CohenT. Cohen CHI,RB22,,23,49,76,59.5,7.8
57,,Mike WilliamsM. Williams LAC,WR28,,24,49,74,60.3,6.1
58,,Chris CarsonC. Carson SEA,RB23,,24,28,79,62.9,10.4
59,,Devonta FreemanD. Freeman ATL,RB24,,26,52,86,63.6,7.5
60,,Kareem HuntK. Hunt FA,RB25,,23,23,96,65.0,12.7
61,,O.J. HowardO. Howard TB,TE4,,24,58,84,65.3,4.2
62,,Sammy WatkinsS. Watkins KC,WR29,,25,50,152,66.8,7.9
