Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Davante AdamsD. Adams GB,11,1,10,1.9,1.2,2.0,+1.0
2,,DeAndre HopkinsD. Hopkins HOU,10,1,8,2.2,1.1,1.0,-1.0
3,,Julio JonesJ. Jones ATL,9,1,9,3.7,1.4,3.0,0.0
4,,Michael ThomasM. Thomas NO,9,1,9,4.1,1.3,4.0,0.0
5,,Odell Beckham Jr.O. Beckham CLE,7,1,13,5.2,1.8,5.0,0.0
Tier 2,
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,13,5.5,2.1,6.0,0.0
7,,Tyreek HillT. Hill KC,12,2,16,7.4,2.4,7.0,0.0
8,,Mike EvansM. Evans TB,7,1,15,8.2,1.8,8.0,0.0
9,,Keenan AllenK. Allen LAC,12,7,15,9.6,2.2,10.0,+1.0
10,,Antonio BrownA. Brown OAK,6,5,23,11.1,3.5,9.0,-1.0
Tier 3,
11,,T.Y. HiltonT. Hilton IND,6,8,19,11.5,2.2,12.0,+1.0
12,,Adam ThielenA. Thielen MIN,12,4,20,12.1,2.4,11.0,-1.0
13,,Stefon DiggsS. Diggs MIN,12,7,18,13.0,2.0,14.0,+1.0
14,,Amari CooperA. Cooper DAL,8,4,25,13.4,2.8,13.0,-1.0
15,,Julian EdelmanJ. Edelman NE,10,5,32,15.7,3.6,15.0,0.0
16,,Brandin CooksB. Cooks LAR,9,9,26,16.2,2.1,16.0,0.0
17,,Robert WoodsR. Woods LAR,9,9,26,16.6,2.7,17.0,0.0
18,,Chris GodwinC. Godwin TB,7,7,40,18.9,3.9,20.0,+2.0
19,,Kenny GolladayK. Golladay DET,5,12,44,19.4,3.4,18.0,-1.0
Tier 4,
20,,Tyler LockettT. Lockett SEA,11,11,40,22.3,4.8,21.0,+1.0
21,,Cooper KuppC. Kupp LAR,9,12,37,22.8,4.5,19.0,-2.0
22,,Tyler BoydT. Boyd CIN,9,14,38,23.4,3.7,23.0,+1.0
23,,Alshon JefferyA. Jeffery PHI,10,14,35,25.4,3.8,28.0,+5.0
24,,D.J. MooreD. Moore CAR,7,12,38,25.6,3.7,25.0,+1.0
25,,Calvin RidleyC. Ridley ATL,9,15,39,25.9,4.4,24.0,-1.0
26,,Allen RobinsonA. Robinson CHI,6,18,50,26.1,5.3,29.0,+3.0
27,,Jarvis LandryJ. Landry CLE,7,19,51,28.2,5.3,26.0,-1.0
28,,Mike WilliamsM. Williams LAC,12,16,41,28.2,4.7,27.0,-1.0
29,,A.J. GreenA. Green CIN,9,13,55,28.9,7.8,22.0,-7.0
30,,Robby AndersonR. Anderson NYJ,4,17,45,29.9,5.0,30.0,0.0
Tier 5,
31,,Christian KirkC. Kirk ARI,12,22,44,32.7,5.7,35.0,+4.0
32,,Sammy WatkinsS. Watkins KC,12,17,56,34.0,5.4,32.0,0.0
33,,Corey DavisC. Davis TEN,11,17,53,34.4,6.6,34.0,+1.0
34,,Josh GordonJ. Gordon NE,10,19,68,35.1,8.9,51.0,+17.0
35,,Will FullerW. Fuller HOU,10,20,65,36.1,5.8,31.0,-4.0
36,,Curtis SamuelC. Samuel CAR,7,25,68,36.2,6.5,41.0,+5.0
37,,Dede WestbrookD. Westbrook JAC,10,19,61,36.6,7.8,40.0,+3.0
38,,Sterling ShepardS. Shepard NYG,11,25,58,36.9,5.8,36.0,-2.0
39,,Marvin JonesM. Jones DET,5,26,73,37.4,5.1,38.0,-1.0
40,,Dante PettisD. Pettis SF,4,21,61,38.3,6.8,33.0,-7.0
41,,Larry FitzgeraldL. Fitzgerald ARI,12,23,54,38.6,6.4,37.0,-4.0
42,,Courtland SuttonC. Sutton DEN,10,28,62,43.8,6.1,39.0,-3.0
43,,Geronimo AllisonG. Allison GB,11,29,61,44.3,6.3,45.0,+2.0
Tier 6,
44,,Anthony MillerA. Miller CHI,6,35,81,47.8,7.3,53.0,+9.0
45,,Emmanuel SandersE. Sanders DEN,10,20,68,47.9,7.4,44.0,-1.0
46,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,29,81,48.2,8.5,42.0,-4.0
47,,Keke CouteeK. Coutee HOU,10,31,83,46.2,7.5,48.0,+1.0
48,,Golden TateG. Tate NYG,11,32,96,50.4,9.5,52.0,+4.0
49,,DeSean JacksonD. Jackson PHI,10,38,75,51.0,6.6,46.0,-3.0
50,,Donte MoncriefD. Moncrief PIT,7,27,79,51.1,9.0,49.0,-1.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Michael GallupM. Gallup DAL,8,34,83,53.9,7.9,54.0,+3.0
52,,Tyrell WilliamsT. Williams OAK,6,21,89,53.9,10.9,55.0,+3.0
53,,Devin FunchessD. Funchess IND,6,24,80,54.3,8.5,56.0,+3.0
54,,Jamison CrowderJ. Crowder NYJ,4,35,87,53.7,8.3,57.0,+3.0
55,,John BrownJ. Brown BUF,6,26,77,55.4,7.8,61.0,+6.0
56,,DaeSean HamiltonD. Hamilton DEN,10,31,87,54.7,8.3,72.0,+16.0
57,,James WashingtonJ. Washington PIT,7,34,95,58.9,11.5,47.0,-10.0
58,,Kenny StillsK. Stills MIA,5,28,84,58.5,7.5,64.0,+6.0
59,,N'Keal HarryN. Harry NE,10,14,107,60.3,13.2,50.0,-9.0
Tier 7,
60,,Mohamed SanuM. Sanu ATL,9,37,95,63.7,10.1,62.0,+2.0
61,,D.K. MetcalfD. Metcalf SEA,11,36,102,63.9,10.2,43.0,-18.0
62,,Adam HumphriesA. Humphries TEN,11,37,128,64.5,12.5,60.0,-2.0
63,,Albert WilsonA. Wilson MIA,5,46,94,66.9,10.1,76.0,+13.0
64,,Tre'Quan SmithT. Smith NO,9,35,95,68.0,9.1,65.0,+1.0
65,,Deebo SamuelD. Samuel SF,4,44,108,67.2,12.7,66.0,+1.0
66,,Parris CampbellP. Campbell IND,6,32,105,66.8,10.7,58.0,-8.0
67,,Devante ParkerD. Parker MIA,5,36,93,66.9,9.9,73.0,+6.0
68,,Quincy EnunwaQ. Enunwa NYJ,4,45,100,68.6,10.2,88.0,+20.0
69,,Marquise GoodwinM. Goodwin SF,4,48,115,68.9,11.5,67.0,-2.0
70,,Robert FosterR. Foster BUF,6,39,110,72.5,15.1,82.0,+12.0
71,,David MooreD. Moore SEA,11,41,107,74.4,10.4,99.0,+28.0
72,,Randall CobbR. Cobb DAL,8,45,123,76.9,12.4,68.0,-4.0
73,,Zay JonesZ. Jones BUF,6,36,116,73.9,13.1,79.0,+6.0
74,,Marquise BrownM. Brown BAL,8,29,124,75.2,13.7,63.0,-11.0
75,,Taylor GabrielT. Gabriel CHI,6,52,109,76.3,10.0,78.0,+3.0
76,,Mecole HardmanM. Hardman KC,12,43,123,79.3,13.9,59.0,-17.0
77,,A.J. BrownA. Brown TEN,11,37,104,77.1,11.3,75.0,-2.0
78,,Trey QuinnT. Quinn WAS,10,49,120,74.7,15.2,89.0,+11.0
79,,Marqise LeeM. Lee JAC,10,53,130,78.9,13.8,91.0,+12.0
80,,Nelson AgholorN. Agholor PHI,10,55,109,82.2,10.2,71.0,-9.0
81,,Andy IsabellaA. Isabella ARI,12,46,124,79.2,12.1,81.0,0.0
Tier 8,
82,,Ted GinnT. Ginn NO,9,48,123,84.3,12.1,70.0,-12.0
83,,John RossJ. Ross CIN,9,59,120,84.0,12.4,102.0,+19.0
84,,Paul RichardsonP. Richardson WAS,10,60,116,87.0,11.4,94.0,+10.0
85,,Cole BeasleyC. Beasley BUF,6,49,121,87.2,13.7,69.0,-16.0
86,,Antonio CallawayA. Callaway CLE,7,51,122,85.7,13.6,90.0,+4.0
87,,D.J. CharkD. Chark JAC,10,34,135,87.9,13.3,105.0,+18.0
88,,Danny AmendolaD. Amendola DET,5,63,126,89.5,12.7,77.0,-11.0
89,,Josh DoctsonJ. Doctson WAS,10,51,128,88.1,12.9,109.0,+20.0
90,,Rashard HigginsR. Higgins CLE,7,48,130,86.7,15.1,80.0,-10.0
91,,Willie SneadW. Snead BAL,8,47,122,88.9,11.2,104.0,+13.0
92,,Josh ReynoldsJ. Reynolds LAR,9,65,129,93.8,11.1,113.0,+21.0
93,,Phillip DorsettP. Dorsett NE,10,64,160,97.2,14.8,96.0,+3.0
94,,Keelan ColeK. Cole JAC,10,40,164,96.6,14.0,114.0,+20.0
95,,Equanimeous St. BrownE. St. GB,11,64,127,95.0,12.0,111.0,+16.0
96,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,10,62,128,92.6,14.0,85.0,-11.0
97,,Chris ConleyC. Conley JAC,10,65,126,94.3,11.1,127.0,+30.0
98,,Miles BoykinM. Boykin BAL,8,41,130,88.7,17.8,87.0,-11.0
99,,Chris HoganC. Hogan CAR,7,70,157,104.1,11.9,95.0,-4.0
100,,Taywan TaylorT. Taylor TEN,11,72,163,103.0,14.8,142.0,+42.0
101,,Breshad PerrimanB. Perriman TB,7,63,121,100.8,11.6,121.0,+20.0
102,,Hakeem ButlerH. Butler ARI,12,56,136,100.6,13.0,93.0,-9.0
103,,Jalen HurdJ. Hurd SF,4,56,145,95.6,19.0,86.0,-17.0
104,,Demaryius ThomasD. Thomas NE,10,57,167,100.3,18.6,74.0,-30.0
105,,Terry McLaurinT. McLaurin WAS,10,37,127,90.4,17.7,107.0,+2.0
Tier 9,
106,,Diontae JohnsonD. Johnson PIT,7,68,143,100.6,14.9,101.0,-5.0
107,,Cordarrelle PattersonC. Patterson CHI,6,87,141,110.2,10.8,115.0,+8.0
108,,Demarcus RobinsonD. Robinson KC,12,72,131,105.2,12.3,106.0,-2.0
109,,Jake KumerowJ. Kumerow GB,11,75,152,109.3,14.9,112.0,+3.0
110,,KeeSean JohnsonK. Johnson ARI,12,55,145,98.5,19.5,98.0,-12.0
111,,Deon CainD. Cain IND,6,72,174,108.8,15.9,103.0,-8.0
112,,Hunter RenfrowH. Renfrow OAK,6,42,144,98.8,21.8,92.0,-20.0
113,,Keith KirkwoodK. Kirkwood NO,9,87,179,112.7,14.2,149.0,+36.0
114,,Trent TaylorT. Taylor SF,4,72,148,109.5,16.3,118.0,+4.0
115,,Ryan GrantR. Grant OAK,6,74,158,113.1,14.6,263.0,+148.0
116,,J'Mon MooreJ. Moore GB,11,97,158,118.3,16.3,317.0,+201.0
117,,Travis BenjaminT. Benjamin LAC,12,74,134,100.7,15.7,122.0,+5.0
118,,Kendrick BourneK. Bourne SF,4,93,177,119.1,15.9,151.0,+33.0
119,,Cameron MeredithC. Meredith NE,10,86,183,122.3,22.1,322.0,+203.0
120,,Justin WatsonJ. Watson TB,7,73,135,105.6,16.1,158.0,+38.0
121,,Tim PatrickT. Patrick DEN,10,70,154,117.4,14.4,172.0,+51.0
122,,Preston WilliamsP. Williams MIA,5,51,143,98.4,20.8,83.0,-39.0
123,,Chester RogersC. Rogers IND,6,96,160,122.8,14.7,154.0,+31.0
124,,Maurice HarrisM. Harris NE,10,63,179,113.6,23.6,100.0,-24.0
125,,Jaron BrownJ. Brown SEA,11,68,148,114.0,18.9,148.0,+23.0
126,,Jakobi MeyersJ. Meyers NE,10,53,182,104.3,25.3,84.0,-42.0
127,,Laquon TreadwellL. Treadwell MIN,12,94,173,125.2,15.7,145.0,+18.0
128,,Kelvin HarmonK. Harmon WAS,10,53,187,122.7,19.2,110.0,-18.0
Tier 10,
129,,Ryan SwitzerR. Switzer PIT,7,87,146,118.6,14.2,132.0,+3.0
130,,Jordan MatthewsJ. Matthews SF,4,104,188,125.4,16.9,159.0,+29.0
131,,Gary JenningsG. Jennings SEA,11,72,167,125.1,16.9,160.0,+29.0
132,,Chad BeebeC. Beebe MIN,12,79,155,115.5,19.3,126.0,-6.0
133,,Cody LatimerC. Latimer NYG,11,64,152,120.0,19.1,130.0,-3.0
134,,Jakeem GrantJ. Grant MIA,5,85,154,119.7,18.2,136.0,+2.0
135,,Chris MooreC. Moore BAL,8,69,159,122.3,17.6,116.0,-19.0
136,,Riley RidleyR. Ridley CHI,6,67,185,134.2,20.4,97.0,-39.0
137,,Allen HurnsA. Hurns MIA,5,91,163,132.3,13.8,204.0,+67.0
138,,Jarius WrightJ. Wright CAR,7,101,143,126.1,6.4,156.0,+18.0
139,,Dontrelle InmanD. Inman FA,,89,175,126.3,20.6,238.0,+99.0
140,,Darius SlaytonD. Slayton NYG,11,95,170,132.4,19.8,163.0,+23.0
141,,Alex EricksonA. Erickson CIN,9,97,162,132.6,13.9,284.0,+143.0
142,,Michael CrabtreeM. Crabtree FA,,90,254,128.8,43.6,119.0,-23.0
143,,J.J. NelsonJ. Nelson OAK,6,102,165,135.9,16.7,138.0,-5.0
144,,Torrey SmithT. Smith CAR,7,101,169,135.7,17.2,203.0,+59.0
145,,Kevin WhiteK. White ARI,12,92,174,134.7,19.2,177.0,+32.0
146,,Tajae SharpeT. Sharpe TEN,11,109,172,142.4,16.2,165.0,+19.0
147,,Justin HardyJ. Hardy ATL,9,113,171,142.1,16.6,188.0,+41.0
148,,Eli RogersE. Rogers PIT,7,115,189,144.8,18.6,173.0,+25.0
149,,Scott MillerS. Miller TB,7,116,186,147.4,18.8,,
150,,Trent SherfieldT. Sherfield ARI,12,114,176,146.7,19.2,197.0,+47.0
151,,Richie JamesR. James SF,4,108,180,147.6,14.6,315.0,+164.0
152,,Chad WilliamsC. Williams ARI,12,122,162,143.8,9.4,171.0,+19.0
Tier 11,
153,,Tavon AustinT. Austin DAL,8,103,171,145.5,15.8,134.0,-19.0
154,,Seth RobertsS. Roberts BAL,8,104,185,145.5,19.2,161.0,+7.0
155,,Marcell AtemanM. Ateman OAK,6,126,169,147.9,11.8,255.0,+100.0
156,,Mack HollinsM. Hollins PHI,10,127,177,157.2,14.3,237.0,+81.0
157,,Zach PascalZ. Pascal IND,6,123,175,149.4,13.0,170.0,+13.0
158,,Isaiah McKenzieI. McKenzie BUF,6,101,170,150.0,13.8,141.0,-17.0
159,,Josh MaloneJ. Malone CIN,9,96,208,155.9,23.0,240.0,+81.0
160,,Brice ButlerB. Butler MIA,5,114,183,146.3,13.3,228.0,+68.0
161,,Cody CoreC. Core CIN,9,127,184,151.6,18.5,209.0,+48.0
162,,Byron PringleB. Pringle KC,12,108,234,151.8,35.1,146.0,-16.0
163,,DeAndre CarterD. Carter HOU,10,125,192,156.9,15.4,176.0,+13.0
164,,Braxton BerriosB. Berrios NE,10,125,184,157.5,15.2,185.0,+21.0
165,,Austin CarrA. Carr NO,9,116,176,154.4,16.2,162.0,-3.0
166,,Andre RobertsA. Roberts BUF,6,134,182,159.7,14.9,202.0,+36.0
167,,Vyncint SmithV. Smith HOU,10,125,177,160.4,15.3,247.0,+80.0
168,,Brandon PowellB. Powell DET,5,110,182,151.1,19.3,190.0,+22.0
169,,Russell ShepardR. Shepard NYG,11,109,194,156.9,23.3,139.0,-30.0
170,,Noah BrownN. Brown DAL,8,122,176,158.8,14.1,243.0,+73.0
171,,Josh BellamyJ. Bellamy NYJ,4,133,180,158.8,13.2,200.0,+29.0
172,,Bennie FowlerB. Fowler NYG,11,130,172,154.6,13.6,223.0,+51.0
173,,Greg DortchG. Dortch NYJ,4,90,135,118.0,16.0,195.0,+22.0
174,,Dez BryantD. Bryant FA,,100,190,136.5,35.1,108.0,-66.0
175,,Pierre GarconP. Garcon FA,,106,192,137.7,34.5,196.0,+21.0
176,,Auden TateA. Tate CIN,9,111,186,157.6,18.6,244.0,+68.0
