Rank,WSIT,Overall (Team),Pos,Bye,Age,Best,Worst,Avg,Std Dev,Notes
1,,Saquon BarkleyS. Barkley NYG,RB1,,22,1,2,1.0,0.0
2,,DeAndre HopkinsD. Hopkins HOU,WR1,,26,1,5,2.2,0.4
3,,Ezekiel ElliottE. Elliott DAL,RB2,,23,2,7,3.7,1.3
4,,Christian McCaffreyC. McCaffrey CAR,RB3,,22,3,11,5.1,0.8
5,,Todd GurleyT. Gurley LAR,RB4,,24,2,16,5.8,4.0
6,,Alvin KamaraA. Kamara NO,RB5,,23,3,9,6.0,0.9
7,,Odell Beckham Jr.O. Beckham NYG,WR2,,26,3,11,7.2,1.1
8,,Davante AdamsD. Adams GB,WR3,,26,4,12,8.1,1.8
9,,Michael ThomasM. Thomas NO,WR4,,25,6,12,8.2,1.3
10,,Joe MixonJ. Mixon CIN,RB6,,22,9,18,11.8,2.3
11,,Tyreek HillT. Hill KC,WR5,,25,8,16,12.1,2.0
12,,Melvin GordonM. Gordon LAC,RB7,,25,7,20,12.8,2.6
13,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR6,,22,4,29,14.3,3.1
14,,Mike EvansM. Evans TB,WR7,,25,11,20,14.3,2.0
15,,Julio JonesJ. Jones ATL,WR8,,30,8,25,14.9,2.1
16,,Dalvin CookD. Cook MIN,RB8,,23,6,29,15.8,3.6
17,,Amari CooperA. Cooper DAL,WR9,,24,13,24,17.9,2.5
18,,Nick ChubbN. Chubb CLE,RB9,,23,12,32,19.2,4.0
19,,David JohnsonD. Johnson ARI,RB10,,27,12,30,19.2,2.6
20,,Antonio BrownA. Brown PIT,WR10,,30,13,47,20.5,2.9
21,,Stefon DiggsS. Diggs MIN,WR11,,25,13,27,20.7,3.2
22,,Travis KelceT. Kelce KC,TE1,,29,10,28,23.2,1.6
23,,Keenan AllenK. Allen LAC,WR12,,26,19,34,23.5,2.3
24,,James ConnerJ. Conner PIT,RB11,,23,16,29,24.3,3.0
25,,Le'Veon BellL. Bell PIT,RB12,,27,7,29,25.2,3.0
26,,A.J. GreenA. Green CIN,WR13,,30,15,45,27.1,4.2
27,,Brandin CooksB. Cooks LAR,WR14,,25,21,39,28.1,4.2
28,,George KittleG. Kittle SF,TE2,,25,25,54,28.8,2.5
29,,Sony MichelS. Michel NE,RB13,,24,21,34,30.1,2.1
30,,Adam ThielenA. Thielen MIN,WR15,,28,26,39,30.8,2.2
31,,Aaron JonesA. Jones GB,RB14,,24,18,42,32.2,5.3
32,,Kerryon JohnsonK. Johnson DET,RB15,,21,20,64,32.2,4.8
33,,Zach ErtzZ. Ertz PHI,TE3,,28,29,48,33.9,4.2
34,,Patrick MahomesP. Mahomes KC,QB1,,23,8,40,34.1,6.4
35,,Kenny GolladayK. Golladay DET,WR16,,25,19,43,34.2,3.9
36,,T.Y. HiltonT. Hilton IND,WR17,,29,26,53,37.3,4.6
37,,Derrius GuiceD. Guice WAS,RB16,,21,31,52,37.4,4.4
38,,Leonard FournetteL. Fournette JAC,RB17,,24,12,55,37.9,8.1
39,,Robert WoodsR. Woods LAR,WR18,,26,27,48,38.8,3.3
40,,Corey DavisC. Davis TEN,WR19,,24,31,62,40.8,5.6
41,,Andrew LuckA. Luck IND,QB2,,29,25,49,42.8,2.3
42,,Phillip LindsayP. Lindsay DEN,RB18,,24,35,52,43.4,3.2
43,,D.J. MooreD. Moore CAR,WR20,,21,39,66,45.2,5.2
44,,Derrick HenryD. Henry TEN,RB19,,24,31,59,45.7,5.4
45,,Cooper KuppC. Kupp LAR,WR21,,25,34,60,47.2,5.6
46,,Calvin RidleyC. Ridley ATL,WR22,,24,38,61,47.3,4.5
47,,Allen RobinsonA. Robinson CHI,WR23,,25,35,61,47.8,6.1
48,,Marlon MackM. Mack IND,RB20,,23,30,62,49.2,4.6
49,,Deshaun WatsonD. Watson HOU,QB3,,23,39,69,49.5,7.0
50,,Aaron RodgersA. Rodgers GB,QB4,,35,37,71,49.7,6.3
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Jarvis LandryJ. Landry CLE,WR24,,26,44,75,54.4,4.8
52,,Courtland SuttonC. Sutton DEN,WR25,,23,48,167,56.8,8.9
53,,Rashaad PennyR. Penny SEA,RB21,,23,48,69,56.9,5.7
54,,Chris CarsonC. Carson SEA,RB22,,24,35,67,57.8,6.8
55,,Chris GodwinC. Godwin TB,WR26,,23,39,140,57.8,9.6
56,,Baker MayfieldB. Mayfield CLE,QB5,,23,46,74,58.9,7.0
57,,Tarik CohenT. Cohen CHI,RB23,,23,49,72,59.2,5.3
58,,Devonta FreemanD. Freeman ATL,RB24,,26,42,90,59.4,7.7
59,,Kareem HuntK. Hunt CLE,RB25,,23,23,96,60.4,13.2
60,,Alshon JefferyA. Jeffery PHI,WR27,,29,51,146,63.2,13.4
61,,Mike WilliamsM. Williams LAC,WR28,,24,51,149,63.6,8.7
62,,Russell WilsonR. Wilson SEA,QB6,,30,42,91,63.7,7.4
63,,O.J. HowardO. Howard TB,TE4,,24,58,84,64.2,4.4
64,,Tevin ColemanT. Coleman ATL,RB26,,25,49,127,65.3,7.9
65,,David NjokuD. Njoku CLE,TE5,,22,50,88,67.0,5.3
66,,Royce FreemanR. Freeman DEN,RB27,,23,56,82,68.5,4.5
67,,Mark IngramM. Ingram NO,RB28,,29,46,101,68.6,9.2
68,,Hunter HenryH. Henry LAC,TE6,,24,61,81,71.0,5.0
69,,Jerick McKinnonJ. McKinnon SF,RB29,,26,54,97,72.5,9.6
70,,Will FullerW. Fuller HOU,WR29,,24,57,154,72.5,10.6
71,,Sammy WatkinsS. Watkins KC,WR30,,25,54,159,72.5,7.5
72,,Carson WentzC. Wentz PHI,QB7,,26,52,126,73.4,12.5
73,,Christian KirkC. Kirk ARI,WR31,,22,58,166,73.5,9.1
74,,Jared GoffJ. Goff LAR,QB8,,24,62,109,76.1,6.9
75,,Kenyan DrakeK. Drake MIA,RB30,,25,56,92,76.8,5.3
76,,Evan EngramE. Engram NYG,TE7,,24,69,95,78.2,3.8
77,,Dante PettisD. Pettis SF,WR32,,23,65,170,79.2,12.1
78,,Tyler BoydT. Boyd CIN,WR33,,24,67,173,79.6,6.0
79,,Jordan HowardJ. Howard CHI,RB31,,24,60,90,80.7,3.4
80,,Doug BaldwinD. Baldwin SEA,WR34,,30,55,171,80.9,12.3
81,,Eric EbronE. Ebron IND,TE8,,25,67,192,81.1,13.0
82,,James WhiteJ. White NE,RB32,,27,68,115,83.5,8.0
83,,Matt BreidaM. Breida SF,RB33,,24,58,112,84.5,7.4
84,,Tyler LockettT. Lockett SEA,WR35,,26,69,178,84.8,5.8
85,,Cam NewtonC. Newton CAR,QB9,,29,65,123,86.3,11.3
86,,Robby AndersonR. Anderson NYJ,WR36,,25,47,174,86.9,12.3
87,,Anthony MillerA. Miller CHI,WR37,,23,79,180,87.7,3.0
88,,Damien WilliamsD. Williams KC,RB34,,26,21,139,90.2,32.3
89,,Marvin JonesM. Jones DET,WR38,,29,75,181,93.0,5.8
90,,Trey BurtonT. Burton CHI,TE9,,27,73,199,94.8,8.1
91,,Lamar MillerL. Miller HOU,RB35,,27,79,115,95.0,6.3
92,,Golden TateG. Tate PHI,WR39,,30,57,182,95.3,8.5
93,,Matt RyanM. Ryan ATL,QB10,,33,72,142,97.7,12.0
94,,Ronald Jones IIR. Jones TB,RB36,,21,78,127,97.9,13.3
95,,Mitch TrubiskyM. Trubisky CHI,QB11,,24,74,141,99.2,10.8
96,,Sterling ShepardS. Shepard NYG,WR40,,26,77,185,100.1,10.5
97,,Jameis WinstonJ. Winston TB,QB12,,25,89,134,100.5,11.7
98,,Michael GallupM. Gallup DAL,WR41,,23,77,187,101.2,11.6
99,,Jay AjayiJ. Ajayi PHI,RB37,,25,66,132,102.2,13.0
100,,Keke CouteeK. Coutee HOU,WR42,,22,89,192,104.1,10.1
101,,Jimmy GaroppoloJ. Garoppolo SF,QB13,,27,82,148,104.9,13.0
102,,John BrownJ. Brown BAL,WR43,,28,89,190,105.4,16.5
103,,Kirk CousinsK. Cousins MIN,QB14,,30,60,202,106.8,17.5
104,,Duke JohnsonD. Johnson CLE,RB38,,25,82,172,108.6,9.2
105,,T.J. YeldonT. Yeldon JAC,RB39,,25,83,148,109.8,15.0
106,,Dion LewisD. Lewis TEN,RB40,,28,81,145,112.2,13.2
107,,Drew BreesD. Brees NO,QB15,,40,96,167,114.3,11.4
108,,Elijah McGuireE. McGuire NYJ,RB41,,24,79,175,116.8,22.4
109,,Marquise GoodwinM. Goodwin SF,WR44,,28,97,135,116.8,10.9
110,,Rob GronkowskiR. Gronkowski NE,TE10,,29,84,200,117.8,21.8
111,,Dallas GoedertD. Goedert PHI,TE11,,23,87,177,118.0,18.1
112,,Dede WestbrookD. Westbrook JAC,WR45,,25,89,165,118.2,17.5
113,,Nyheim HinesN. Hines IND,RB42,,22,85,163,118.5,15.8
114,,Lamar JacksonL. Jackson BAL,QB16,,22,103,161,119.1,13.0
115,,Dak PrescottD. Prescott DAL,QB17,,25,90,147,119.2,13.3
116,,Matthew StaffordM. Stafford DET,QB18,,31,83,151,123.5,13.1
117,,Antonio CallawayA. Callaway CLE,WR46,,22,103,146,124.8,9.3
118,,Emmanuel SandersE. Sanders DEN,WR47,,31,65,193,124.9,27.0
119,,Austin HooperA. Hooper ATL,TE12,,24,91,196,127.2,24.2
120,,Sam DarnoldS. Darnold NYJ,QB19,,21,106,168,127.2,12.1
121,,James WashingtonJ. Washington PIT,WR48,,22,101,194,127.7,22.0
122,,Kyle RudolphK. Rudolph MIN,TE13,,29,90,213,130.7,29.7
123,,Philip RiversP. Rivers LAC,QB20,,37,109,165,130.8,14.6
124,,Alex CollinsA. Collins FA,RB43,,24,98,167,131.8,16.9
125,,Devante ParkerD. Parker MIA,WR49,,26,105,152,132.6,9.6
126,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR50,,24,82,152,132.9,7.9
127,,Jack DoyleJ. Doyle IND,TE14,,28,111,184,133.4,12.9
128,,Ben RoethlisbergerB. Roethlisberger PIT,QB21,,37,106,162,133.8,16.6
129,,LeSean McCoyL. McCoy BUF,RB44,,30,97,168,134.1,18.5
130,,Gus EdwardsG. Edwards BAL,RB45,,,101,198,135.7,22.5
131,,Austin EkelerA. Ekeler LAC,RB46,,23,95,169,122.3,18.3
132,,Kenneth DixonK. Dixon BAL,RB47,,25,106,157,139.1,15.1
133,,Josh AllenJ. Allen BUF,QB22,,22,114,200,140.1,18.4
134,,Mike GesickiM. Gesicki MIA,TE15,,23,104,212,140.8,15.0
135,,Chris Herndon IVC. Herndon NYJ,TE16,,23,92,197,140.9,19.1
136,,Tom BradyT. Brady NE,QB23,,41,116,177,141.4,16.7
137,,Quincy EnunwaQ. Enunwa NYJ,WR51,,26,111,163,143.1,10.1
138,,Julian EdelmanJ. Edelman NE,WR52,,32,95,175,131.2,21.8
139,,Jordan ReedJ. Reed WAS,TE17,,28,113,214,146.2,14.4
140,,John RossJ. Ross CIN,WR53,,24,130,155,147.0,4.8
141,,Chris ThompsonC. Thompson WAS,RB48,,28,100,156,133.8,12.3
142,,Mark AndrewsM. Andrews BAL,TE18,,,121,221,148.6,13.8
143,,Curtis SamuelC. Samuel CAR,WR54,,22,96,177,149.4,13.9
144,,Josh AdamsJ. Adams PHI,RB49,,22,110,174,149.5,14.8
145,,Tre'Quan SmithT. Smith NO,WR55,,23,86,163,135.5,18.6
146,,Vance McDonaldV. McDonald PIT,TE19,,28,115,229,151.0,23.8
147,,Jared CookJ. Cook OAK,TE20,,31,113,222,151.4,17.5
148,,Devin FunchessD. Funchess CAR,WR56,,24,98,224,155.1,25.9
149,,Donte MoncriefD. Moncrief JAC,WR57,,25,136,186,156.4,13.6
150,,DaeSean HamiltonD. Hamilton DEN,WR58,,24,94,202,143.7,23.5
151,,D'Onta ForemanD. Foreman HOU,RB50,,22,100,193,157.5,18.6
152,,Carlos HydeC. Hyde JAC,RB51,,27,102,203,144.7,27.4
153,,Jamaal WilliamsJ. Williams GB,RB52,,23,125,196,158.5,19.2
154,,Tyrell WilliamsT. Williams LAC,WR59,,27,116,231,161.2,32.3
155,,Hayden HurstH. Hurst BAL,TE21,,25,123,231,162.3,16.2
156,,Ito SmithI. Smith ATL,RB53,,23,113,176,149.2,14.4
157,,Gerald EverettG. Everett LAR,TE22,,24,122,244,164.6,14.5
158,,Josh RosenJ. Rosen ARI,QB24,,22,127,225,165.5,21.5
159,,Isaiah CrowellI. Crowell NYJ,RB54,,26,107,185,152.7,16.8
160,,Marqise LeeM. Lee JAC,WR60,,27,103,218,168.4,23.4
161,,Geronimo AllisonG. Allison GB,WR61,,25,114,197,169.9,10.7
162,,Kalen BallageK. Ballage MIA,RB55,,23,111,238,157.6,29.2
163,,Kenny StillsK. Stills MIA,WR62,,26,134,215,170.4,19.1
164,,Jamison CrowderJ. Crowder WAS,WR63,,25,128,207,170.8,12.7
165,,Jimmy GrahamJ. Graham GB,TE23,,32,124,249,170.8,18.6
166,,Marcus MariotaM. Mariota TEN,QB25,,25,134,187,161.8,12.8
167,,Delanie WalkerD. Walker TEN,TE24,,34,131,239,174.5,18.3
168,,Latavius MurrayL. Murray MIN,RB56,,29,115,192,162.8,19.9
169,,Nelson AgholorN. Agholor PHI,WR64,,25,120,214,164.4,19.6
170,,Rex BurkheadR. Burkhead NE,RB57,,28,130,209,176.7,18.0
171,,Taylor GabrielT. Gabriel CHI,WR65,,28,157,208,177.1,12.5
172,,C.J. AndersonC. Anderson LAR,RB58,,28,106,191,165.3,23.9
173,,Larry FitzgeraldL. Fitzgerald ARI,WR66,,35,135,235,178.9,20.7
174,,Derek CarrD. Carr OAK,QB26,,27,134,215,179.1,22.2
175,,Robert FosterR. Foster BUF,WR67,,24,92,186,154.7,29.1
176,,Andy DaltonA. Dalton CIN,QB27,,31,119,212,181.3,16.5
177,,David MooreD. Moore SEA,WR68,,24,160,223,181.4,15.1
178,,Adam HumphriesA. Humphries TB,WR69,,25,139,189,170.2,12.8
179,,Greg OlsenG. Olsen CAR,TE25,,34,135,237,185.6,25.4
