Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,RB1,11,1,8,1.8,1.2,1.0,0.0
2,,Christian McCaffreyC. McCaffrey CAR,RB2,7,1,15,2.7,1.4,2.0,0.0
3,,Ezekiel ElliottE. Elliott DAL,RB3,8,1,5,2.9,1.3,4.0,+1.0
4,,Alvin KamaraA. Kamara NO,RB4,9,1,13,3.4,1.5,3.0,-1.0
Tier 2,
5,,Davante AdamsD. Adams GB,WR1,11,4,22,6.0,2.6,7.0,+2.0
6,,DeAndre HopkinsD. Hopkins HOU,WR2,10,4,18,6.2,1.8,5.0,-1.0
7,,Julio JonesJ. Jones ATL,WR3,9,4,19,9.1,2.9,11.0,+4.0
8,,David JohnsonD. Johnson ARI,RB5,12,1,37,9.8,4.1,6.0,-2.0
9,,Travis KelceT. Kelce KC,TE1,12,7,25,9.9,2.5,15.0,+6.0
10,,Michael ThomasM. Thomas NO,WR4,9,4,19,10.4,2.9,10.0,0.0
11,,Odell Beckham Jr.O. Beckham CLE,WR5,7,4,27,11.4,3.8,12.0,+1.0
12,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR6,7,4,26,11.9,4.2,14.0,+2.0
Tier 3,
13,,James ConnerJ. Conner PIT,RB6,7,3,41,13.0,4.0,9.0,-4.0
14,,Le'Veon BellL. Bell NYJ,RB7,4,2,40,14.6,4.1,8.0,-6.0
15,,Tyreek HillT. Hill KC,WR7,12,6,93,15.9,5.1,16.0,+1.0
16,,Nick ChubbN. Chubb CLE,RB8,7,5,51,16.3,4.5,18.0,+2.0
17,,Dalvin CookD. Cook MIN,RB9,12,8,40,16.4,4.8,17.0,0.0
18,,Mike EvansM. Evans TB,WR8,7,10,32,18.5,3.5,22.0,+4.0
19,,Keenan AllenK. Allen LAC,WR9,12,11,32,20.0,3.8,24.0,+5.0
20,,Joe MixonJ. Mixon CIN,RB10,9,8,38,20.2,5.4,19.0,-1.0
21,,Todd GurleyT. Gurley LAR,RB11,9,2,41,21.4,7.2,13.0,-8.0
Tier 4,
22,,Adam ThielenA. Thielen MIN,WR10,12,12,49,24.6,4.8,23.0,+1.0
23,,Stefon DiggsS. Diggs MIN,WR11,12,17,53,26.8,5.6,31.0,+8.0
24,,George KittleG. Kittle SF,TE2,4,9,52,27.6,6.5,27.0,+3.0
25,,Kerryon JohnsonK. Johnson DET,RB12,5,13,57,27.9,7.0,28.0,+3.0
26,,Amari CooperA. Cooper DAL,WR12,8,17,54,28.9,6.5,33.0,+7.0
27,,Leonard FournetteL. Fournette JAC,RB13,10,8,57,28.9,7.1,25.0,-2.0
28,,Aaron JonesA. Jones GB,RB14,11,14,54,31.0,7.3,32.0,+4.0
29,,Zach ErtzZ. Ertz PHI,TE3,10,20,52,32.6,6.7,26.0,-3.0
30,,Devonta FreemanD. Freeman ATL,RB15,9,13,64,33.1,8.0,30.0,0.0
31,,Brandin CooksB. Cooks LAR,WR13,9,20,64,33.1,6.9,37.0,+6.0
32,,Julian EdelmanJ. Edelman NE,WR14,10,18,63,33.6,9.0,35.0,+3.0
33,,Robert WoodsR. Woods LAR,WR15,9,18,58,34.6,7.1,41.0,+8.0
34,,Chris CarsonC. Carson SEA,RB16,11,16,70,36.4,9.3,38.0,+4.0
35,,Chris GodwinC. Godwin TB,WR16,7,17,78,36.6,9.8,49.0,+14.0
Tier 5,
36,,Patrick MahomesP. Mahomes KC,QB1,12,19,69,39.1,8.5,20.0,-16.0
37,,Josh JacobsJ. Jacobs OAK,RB17,6,19,201,39.9,16.2,34.0,-3.0
38,,Tyler LockettT. Lockett SEA,WR17,11,22,88,43.0,12.3,48.0,+10.0
39,,Kenny GolladayK. Golladay DET,WR18,5,22,94,43.2,10.1,47.0,+8.0
40,,Damien WilliamsD. Williams KC,RB18,12,20,102,44.2,14.4,29.0,-11.0
41,,Antonio BrownA. Brown NE,WR19,10,11,241,44.4,27.2,21.0,-20.0
42,,T.Y. HiltonT. Hilton IND,WR20,6,10,117,45.9,15.0,43.0,+1.0
43,,Marlon MackM. Mack IND,RB19,6,21,100,46.1,12.5,39.0,-4.0
44,,David MontgomeryD. Montgomery CHI,RB20,6,15,230,46.4,20.2,42.0,-2.0
45,,Derrick HenryD. Henry TEN,RB21,11,21,84,47.6,9.0,36.0,-9.0
46,,Mark IngramM. Ingram BAL,RB22,8,20,95,48.4,11.2,45.0,-1.0
47,,Sony MichelS. Michel NE,RB23,10,27,75,49.1,9.5,46.0,-1.0
48,,Tyler BoydT. Boyd CIN,WR21,9,24,109,49.9,11.1,53.0,+5.0
49,,Cooper KuppC. Kupp LAR,WR22,9,27,95,49.9,11.0,50.0,+1.0
50,,Evan EngramE. Engram NYG,TE4,11,25,116,52.4,10.9,57.0,+7.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,O.J. HowardO. Howard TB,TE5,7,25,92,52.6,8.9,56.0,+5.0
52,,James WhiteJ. White NE,RB24,10,21,93,53.6,12.5,51.0,-1.0
Tier 6,
53,,Deshaun WatsonD. Watson HOU,QB2,10,36,263,56.8,9.5,44.0,-9.0
54,,Calvin RidleyC. Ridley ATL,WR23,9,28,100,56.8,11.3,54.0,0.0
55,,D.J. MooreD. Moore CAR,WR24,7,28,134,57.5,14.9,59.0,+4.0
56,,Allen RobinsonA. Robinson CHI,WR25,6,31,108,57.8,13.5,70.0,+14.0
57,,Duke JohnsonD. Johnson HOU,RB25,10,11,162,59.7,21.0,71.0,+14.0
58,,Phillip LindsayP. Lindsay DEN,RB26,10,33,104,59.7,13.2,55.0,-3.0
59,,Alshon JefferyA. Jeffery PHI,WR26,10,39,97,60.2,11.8,62.0,+3.0
60,,Hunter HenryH. Henry LAC,TE6,12,25,120,60.4,13.5,67.0,+7.0
61,,Tevin ColemanT. Coleman SF,RB27,4,26,111,63.2,11.3,63.0,+2.0
62,,Jarvis LandryJ. Landry CLE,WR27,7,24,126,65.1,15.5,68.0,+6.0
63,,Mike WilliamsM. Williams LAC,WR28,12,32,100,65.5,13.7,58.0,-5.0
64,,Austin EkelerA. Ekeler LAC,RB28,12,29,137,66.5,15.9,64.0,0.0
65,,Aaron RodgersA. Rodgers GB,QB3,11,36,264,67.2,11.8,52.0,-13.0
66,,Miles SandersM. Sanders PHI,RB29,10,38,250,67.6,25.2,72.0,+6.0
67,,Melvin GordonM. Gordon LAC,RB30,12,6,200,67.7,28.2,40.0,-27.0
68,,Tarik CohenT. Cohen CHI,RB31,6,21,141,67.9,13.9,66.0,-2.0
69,,Kenyan DrakeK. Drake MIA,RB32,5,23,158,71.3,14.4,75.0,+6.0
70,,Robby AndersonR. Anderson NYJ,WR29,4,47,130,72.6,12.7,76.0,+6.0
71,,Dede WestbrookD. Westbrook JAC,WR30,10,27,130,72.6,20.3,77.0,+6.0
72,,Derrius GuiceD. Guice WAS,RB33,10,21,138,73.3,18.1,74.0,+2.0
Tier 7,
73,,Latavius MurrayL. Murray NO,RB34,9,38,139,76.1,12.4,85.0,+12.0
74,,Baker MayfieldB. Mayfield CLE,QB4,7,35,268,76.9,13.9,60.0,-14.0
75,,Christian KirkC. Kirk ARI,WR31,12,45,133,78.9,15.5,96.0,+21.0
76,,A.J. GreenA. Green CIN,WR32,9,22,137,78.2,21.2,69.0,-7.0
77,,Matt RyanM. Ryan ATL,QB5,9,36,266,80.8,15.4,61.0,-16.0
78,,Matt BreidaM. Breida SF,RB35,4,41,223,82.7,22.9,99.0,+21.0
79,,Curtis SamuelC. Samuel CAR,WR33,7,54,195,84.6,18.5,95.0,+16.0
80,,Sammy WatkinsS. Watkins KC,WR34,12,42,137,84.8,15.4,78.0,-2.0
81,,Corey DavisC. Davis TEN,WR35,11,45,156,85.1,16.1,89.0,+8.0
82,,Jared CookJ. Cook NO,TE7,9,9,180,85.3,19.8,73.0,-9.0
83,,LeSean McCoyL. McCoy KC,RB36,12,38,158,85.8,19.7,101.0,+18.0
84,,Devin SingletaryD. Singletary BUF,RB37,6,30,162,86.1,23.7,97.0,+13.0
85,,Will FullerW. Fuller HOU,WR36,10,51,166,87.6,15.5,81.0,-4.0
86,,Sterling ShepardS. Shepard NYG,WR37,11,45,136,87.8,14.4,82.0,-4.0
87,,Carson WentzC. Wentz PHI,QB6,10,56,267,89.5,14.6,79.0,-8.0
88,,Rashaad PennyR. Penny SEA,RB38,11,35,199,90.8,17.1,98.0,+10.0
