Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,RB1,11,1,3,1.5,0.7,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,RB2,8,1,6,2.3,1.1,3.0,+1.0
3,,Christian McCaffreyC. McCaffrey CAR,RB3,7,1,11,3.2,1.0,2.0,-1.0
4,,Alvin KamaraA. Kamara NO,RB4,9,1,11,3.7,1.3,4.0,0.0
5,,DeAndre HopkinsD. Hopkins HOU,WR1,10,5,13,5.9,1.6,5.0,0.0
6,,Melvin GordonM. Gordon LAC,RB5,12,4,27,7.9,2.8,7.0,+1.0
7,,Davante AdamsD. Adams GB,WR2,11,5,16,8.0,2.7,8.0,+1.0
8,,Julio JonesJ. Jones ATL,WR3,9,5,17,9.9,2.6,13.0,+5.0
9,,Michael ThomasM. Thomas NO,WR4,9,5,28,11.0,3.0,9.0,0.0
10,,David JohnsonD. Johnson ARI,RB6,12,3,46,11.1,4.9,10.0,0.0
11,,Travis KelceT. Kelce KC,TE1,12,12,17,12.2,0.7,17.0,+6.0
12,,Odell Beckham Jr.O. Beckham CLE,WR5,7,7,28,12.3,4.3,14.0,+2.0
13,,Le'Veon BellL. Bell NYJ,RB7,4,6,31,13.2,4.4,11.0,-2.0
14,,James ConnerJ. Conner PIT,RB8,7,5,40,14.7,4.3,12.0,-2.0
15,,Todd GurleyT. Gurley LAR,RB9,9,1,60,15.1,9.7,6.0,-9.0
16,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR6,7,5,29,16.2,4.8,15.0,-1.0
17,,Joe MixonJ. Mixon CIN,RB10,9,8,44,16.7,3.4,16.0,-1.0
Tier 2,
18,,Dalvin CookD. Cook MIN,RB11,12,8,46,19.8,5.0,22.0,+4.0
19,,Antonio BrownA. Brown OAK,WR7,6,10,32,19.8,4.0,20.0,+1.0
20,,Zach ErtzZ. Ertz PHI,TE2,10,15,63,20.2,7.8,23.0,+3.0
21,,George KittleG. Kittle SF,TE3,4,15,53,20.5,5.9,26.0,+5.0
22,,Nick ChubbN. Chubb CLE,RB12,7,11,66,22.9,8.7,21.0,-1.0
23,,Mike EvansM. Evans TB,WR8,7,15,33,24.3,4.0,18.0,-5.0
24,,Keenan AllenK. Allen LAC,WR9,12,16,36,27.2,3.4,25.0,+1.0
25,,T.Y. HiltonT. Hilton IND,WR10,6,10,34,27.6,3.0,27.0,+2.0
26,,A.J. GreenA. Green CIN,WR11,9,16,34,28.5,3.3,33.0,+7.0
27,,Amari CooperA. Cooper DAL,WR12,8,21,38,29.5,3.0,28.0,+1.0
28,,Adam ThielenA. Thielen MIN,WR13,12,20,40,31.0,3.2,24.0,-4.0
29,,Leonard FournetteL. Fournette JAC,RB13,10,17,60,31.1,10.1,30.0,+1.0
30,,Stefon DiggsS. Diggs MIN,WR14,12,20,37,32.5,2.0,29.0,-1.0
31,,Patrick MahomesP. Mahomes KC,QB1,12,24,91,33.2,12.3,19.0,-12.0
Tier 4,
32,,Robert WoodsR. Woods LAR,WR15,9,28,65,36.0,3.5,43.0,+11.0
33,,Julian EdelmanJ. Edelman NE,WR16,10,23,65,36.4,6.3,45.0,+12.0
34,,Brandin CooksB. Cooks LAR,WR17,9,29,49,36.5,3.5,39.0,+5.0
35,,Damien WilliamsD. Williams KC,RB14,12,14,126,37.3,16.6,31.0,-4.0
36,,Marlon MackM. Mack IND,RB15,6,18,61,37.3,10.3,35.0,-1.0
37,,Kenny GolladayK. Golladay DET,WR18,5,30,90,37.9,4.3,40.0,+3.0
38,,Aaron JonesA. Jones GB,RB16,11,19,80,38.1,12.8,37.0,-1.0
39,,Cooper KuppC. Kupp LAR,WR19,9,33,64,42.2,6.3,47.0,+8.0
40,,Chris GodwinC. Godwin TB,WR20,7,25,99,44.8,9.8,52.0,+12.0
41,,Devonta FreemanD. Freeman ATL,RB17,9,18,98,45.2,12.0,32.0,-9.0
42,,Alshon JefferyA. Jeffery PHI,WR21,10,34,73,45.9,7.0,71.0,+29.0
43,,Andrew LuckA. Luck IND,QB2,6,24,80,46.7,9.7,44.0,+1.0
44,,Sammy WatkinsS. Watkins KC,WR22,12,29,79,47.5,10.7,61.0,+17.0
45,,Derrick HenryD. Henry TEN,RB18,11,23,76,48.5,9.0,36.0,-9.0
46,,Sony MichelS. Michel NE,RB19,10,6,98,49.5,14.1,38.0,-8.0
47,,Tyler LockettT. Lockett SEA,WR23,11,35,75,49.7,10.2,60.0,+13.0
48,,Aaron RodgersA. Rodgers GB,QB3,11,24,74,50.3,6.9,50.0,+2.0
49,,Deshaun WatsonD. Watson HOU,QB4,10,24,77,51.8,7.6,57.0,+8.0
50,,Kerryon JohnsonK. Johnson DET,RB20,5,23,110,51.9,10.3,34.0,-16.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Allen RobinsonA. Robinson CHI,WR24,6,36,88,52.1,12.8,69.0,+18.0
52,,D.J. MooreD. Moore CAR,WR25,7,37,75,52.2,8.1,58.0,+6.0
53,,Phillip LindsayP. Lindsay DEN,RB21,10,18,84,52.5,12.5,41.0,-12.0
Tier 5,
54,,Jarvis LandryJ. Landry CLE,WR26,7,32,99,55.1,14.6,54.0,0.0
